EmployeeID,FirstName,LastName,Position,SupervisorID,Department,Salary,HireDate,TheftFlag,AmountStolen
752,Valerie,Romero,Employee,20.0,HR,4350,2022-07-24,0,0
753,Brian,Rodriguez,Employee,166.0,Finance,9107,2021-08-01,0,0
754,Billy,Pierce,Employee,186.0,Finance,4795,2019-01-16,0,0
755,Yolanda,White,Employee,11.0,Operations,8409,2020-10-22,0,0
756,Shaun,Wood,Employee,181.0,Sales,8378,2023-12-02,1,7354
757,Erica,Hart,Supervisor,,IT,9262,2018-05-15,0,0
758,David,Hutchinson,Supervisor,,IT,5416,2022-12-20,0,0
759,Jesse,Woods,Employee,29.0,Finance,8189,2017-06-21,0,0
760,Nicole,Reynolds,Employee,107.0,Sales,5258,2019-01-30,1,17807
761,Sarah,Calderon,Employee,196.0,Marketing,6440,2018-04-16,1,3407
762,Kimberly,Harris,Employee,138.0,Sales,6676,2024-10-17,0,0
763,Carolyn,Lee,Employee,173.0,Finance,6503,2018-12-01,0,0
764,Tami,Cain,Employee,129.0,Marketing,5455,2020-01-07,0,0
765,Glenn,Collins,Supervisor,,Marketing,7622,2015-05-05,0,0
766,Craig,Jimenez,Employee,189.0,Finance,8266,2019-11-26,0,0
767,Christopher,Green,Supervisor,,Operations,7290,2022-11-25,0,0
768,Samuel,Barnes,Supervisor,,Operations,6546,2024-07-16,0,0
769,Christopher,Lam,Employee,76.0,Marketing,9932,2016-05-07,0,0
770,Javier,Johnson,Employee,112.0,IT,9001,2022-05-27,0,0
771,Mallory,Thomas,Employee,5.0,HR,4615,2018-11-14,0,0
772,Brian,Butler,Employee,157.0,IT,4372,2019-04-18,0,0
773,Heather,Cameron,Employee,125.0,HR,4923,2017-10-16,0,0
774,Brad,Jordan,Supervisor,,Sales,9734,2023-11-03,1,2950
775,Mark,Williams,Employee,195.0,Sales,7657,2024-09-22,0,0
776,Samantha,Austin,Employee,148.0,Sales,8866,2021-05-22,1,9099
777,Jordan,Bernard,Employee,179.0,IT,9338,2016-07-24,0,0
778,Randy,Nunez,Employee,57.0,Operations,8501,2016-02-22,0,0
779,Carlos,Chang,Supervisor,,Marketing,7357,2019-10-09,0,0
780,Heather,Phillips,Employee,2.0,HR,9785,2017-08-31,0,0
781,Bradley,Gomez,Employee,50.0,HR,5321,2019-06-26,0,0
782,Frank,Brooks,Employee,162.0,HR,4789,2023-04-02,0,0
783,Thomas,Dickerson,Employee,136.0,HR,6213,2020-04-28,0,0
784,Sherry,Ruiz,Supervisor,,Sales,9814,2020-04-06,0,0
785,James,Cunningham,Employee,169.0,Operations,5325,2015-07-10,1,5600
786,Mitchell,Bishop,Employee,102.0,Sales,4511,2021-08-28,0,0
787,Joseph,Keller,Employee,194.0,Marketing,5343,2019-10-28,0,0
788,Carol,Sanchez,Employee,143.0,HR,5860,2020-01-15,0,0
789,Jack,Warner,Supervisor,,HR,8109,2015-09-22,0,0
790,Melissa,Cox,Employee,105.0,HR,5757,2015-09-09,0,0
791,Joshua,Galvan,Supervisor,,IT,8142,2019-06-20,0,0
792,Richard,Malone,Employee,46.0,Operations,8442,2017-08-11,1,13188
793,Taylor,Clark,Employee,79.0,IT,6030,2021-06-10,0,0
794,Kelsey,Davies,Supervisor,,IT,4006,2020-09-26,1,6221
795,Theresa,Baker,Employee,58.0,Sales,5284,2017-02-11,0,0
796,Eugene,Mendoza,Employee,131.0,HR,4812,2023-07-21,0,0
797,Christopher,Davis,Employee,189.0,HR,6861,2015-10-16,1,15108
798,Eric,Sanders,Employee,182.0,IT,8328,2015-02-27,0,0
799,Ariel,Davis,Supervisor,,Operations,9736,2022-04-19,0,0
800,Kurt,Mayer,Supervisor,,Marketing,8038,2020-11-13,0,0
801,Andrew,Knapp,Employee,149.0,Marketing,9153,2016-12-23,0,0
802,Charles,Boyd,Employee,168.0,Operations,8409,2021-07-29,0,0
803,Eric,May,Employee,120.0,HR,4614,2016-08-09,0,0
804,Kevin,Ryan,Employee,129.0,Marketing,4956,2020-05-28,0,0
805,Daniel,Young,Employee,137.0,Finance,8861,2021-04-23,0,0
806,Adriana,Martin,Employee,170.0,Sales,9675,2015-12-17,0,0
807,Max,Allen,Employee,184.0,Operations,9534,2018-01-12,0,0
808,Joseph,Nguyen,Employee,95.0,HR,9746,2023-03-10,0,0
809,Christine,Brown,Employee,44.0,Marketing,8373,2017-11-13,0,0
810,Shannon,Hunter,Employee,36.0,Finance,8708,2016-10-27,0,0
811,Tracy,Robertson,Employee,152.0,HR,6523,2019-07-08,0,0
812,David,Sosa,Employee,155.0,HR,6813,2024-10-19,0,0
813,Michael,Larson,Employee,196.0,Marketing,9146,2022-06-23,0,0
814,Donna,Cooper,Employee,156.0,Finance,5118,2019-09-14,0,0
815,Brenda,Dixon,Employee,196.0,Finance,9139,2023-10-04,0,0
816,Sharon,Fisher,Employee,17.0,Marketing,8835,2021-02-08,1,9978
817,James,Harrison,Employee,6.0,Sales,9068,2016-09-04,0,0
818,James,Baker,Employee,176.0,Sales,8876,2021-12-14,0,0
819,Michael,Cruz,Employee,159.0,Finance,8580,2016-11-23,0,0
820,Jeffery,Cunningham,Supervisor,,Finance,7322,2017-03-04,0,0
821,Shane,Booker,Supervisor,,HR,8982,2016-12-18,0,0
822,Michelle,King,Employee,74.0,IT,7366,2019-05-12,0,0
823,Terri,Drake,Employee,103.0,Sales,9160,2015-03-15,0,0
824,Cory,Miller,Employee,98.0,Sales,8368,2021-08-10,0,0
825,Ronald,Smith,Employee,75.0,Sales,8372,2020-12-15,0,0
826,Brandon,Lucero,Employee,132.0,Sales,5365,2023-04-22,0,0
827,Heather,Lyons,Employee,9.0,IT,6676,2021-08-13,1,3875
828,Sheri,Smith,Employee,103.0,HR,7757,2019-07-27,0,0
829,Lisa,Soto,Employee,140.0,Sales,4501,2016-04-27,0,0
830,Steven,Hopkins,Employee,27.0,Sales,6069,2015-05-04,0,0
831,David,Hall,Employee,143.0,IT,8557,2017-08-03,1,18780
832,Wendy,Anderson,Employee,79.0,Operations,4337,2015-02-01,0,0
833,Deborah,Stone,Employee,153.0,Sales,8514,2020-03-18,0,0
834,Theresa,Silva,Employee,107.0,Finance,4868,2022-12-12,0,0
835,Jesse,Crawford,Supervisor,,HR,4119,2024-10-11,0,0
836,Dustin,Small,Supervisor,,Finance,4104,2017-03-02,0,0
837,Brandon,Cooper,Employee,195.0,Operations,6825,2017-03-28,0,0
838,Stephanie,Wiley,Employee,92.0,IT,8851,2023-01-06,1,19544
839,Stephanie,Spears,Employee,25.0,IT,6928,2019-08-08,0,0
840,Ariel,Adams,Employee,139.0,Sales,5569,2015-08-31,0,0
841,Melissa,Ritter,Employee,14.0,Finance,7538,2022-03-30,0,0
842,Jamie,Bond,Employee,136.0,Marketing,9906,2023-06-04,1,3876
843,Jenna,Mcdonald,Employee,8.0,Marketing,9265,2022-10-07,0,0
844,Alexander,West,Employee,177.0,HR,7503,2019-05-31,0,0
845,Timothy,Mack,Employee,65.0,HR,6223,2016-03-09,1,9929
846,Kathleen,Mcgrath,Employee,71.0,Sales,4354,2022-07-27,0,0
847,Kaitlyn,Bennett,Employee,96.0,Marketing,8576,2021-10-20,1,13135
848,David,Patterson,Employee,200.0,IT,7095,2015-01-13,0,0
849,Nicholas,Tucker,Employee,112.0,Finance,6819,2024-06-16,0,0
850,Donald,Stevens,Supervisor,,HR,6583,2022-11-07,1,5841
851,Kimberly,Welch,Employee,85.0,HR,5023,2015-04-02,0,0
852,Allen,Jackson,Employee,113.0,Operations,9304,2018-08-15,0,0
853,Nicole,Young,Employee,100.0,Finance,8087,2017-04-10,0,0
854,Matthew,Johnson,Employee,96.0,Finance,9609,2015-10-11,0,0
855,Frank,Mcguire,Employee,25.0,Sales,7580,2019-12-18,0,0
856,Sarah,Adams,Employee,2.0,HR,8377,2015-06-10,0,0
857,Mary,Garcia,Employee,187.0,IT,5123,2015-05-14,0,0
858,Tammy,Kaufman,Employee,153.0,IT,5361,2022-12-27,0,0
859,Michael,Garcia,Employee,169.0,Operations,6040,2015-08-19,0,0
860,Derrick,Allen,Employee,61.0,IT,4556,2015-06-17,1,15476
861,Adam,Richardson,Supervisor,,Operations,5172,2020-02-24,0,0
862,Carolyn,Munoz,Employee,138.0,HR,7486,2019-11-10,0,0
863,Crystal,Sherman,Employee,143.0,Operations,6018,2019-12-24,0,0
864,Donna,Rogers,Employee,44.0,Operations,6631,2019-11-25,0,0
865,Wendy,Hernandez,Employee,89.0,Operations,6500,2018-10-24,0,0
866,Derrick,Holloway,Employee,129.0,Finance,4830,2023-12-14,0,0
867,Joy,Allen,Employee,18.0,Finance,9037,2020-04-15,0,0
868,Ryan,Andrade,Employee,93.0,IT,8334,2021-04-24,1,1545
869,Stephanie,Pruitt,Employee,79.0,IT,6116,2022-02-03,0,0
870,Brianna,Davidson,Employee,92.0,HR,6999,2023-06-21,0,0
871,Marcus,Herman,Employee,29.0,Finance,7591,2022-11-13,1,9692
872,Nicholas,Parker,Employee,77.0,Marketing,4975,2021-03-29,0,0
873,Robert,Flores,Employee,75.0,Sales,7763,2021-07-15,0,0
874,Maria,Martin,Employee,60.0,Sales,5664,2016-11-14,0,0
875,Michael,Anderson,Employee,32.0,Sales,4248,2024-08-25,0,0
876,Jacob,Dixon,Employee,177.0,Marketing,4681,2020-11-05,1,2249
877,Robert,Bartlett,Employee,110.0,Operations,8269,2023-07-25,1,5970
878,Devon,Mcdonald,Supervisor,,Sales,7886,2016-07-25,0,0
879,Ray,Gonzalez,Supervisor,,Sales,4559,2023-09-28,0,0
880,Theresa,Hicks,Employee,74.0,Sales,7892,2018-06-28,0,0
881,Lori,Martinez,Employee,17.0,Marketing,5506,2024-01-21,0,0
882,Steven,Butler,Employee,105.0,IT,7646,2019-12-11,0,0
883,Tiffany,Walker,Employee,124.0,Operations,5742,2016-01-10,1,7419
884,Jennifer,Miles,Employee,145.0,Sales,4409,2018-02-21,0,0
885,James,Lam,Supervisor,,Finance,7480,2015-06-18,0,0
886,Antonio,Juarez,Employee,189.0,Finance,7125,2022-12-21,0,0
887,Michael,Mullins,Employee,102.0,Operations,7103,2021-01-13,1,19414
888,Michele,Anderson,Employee,102.0,IT,6542,2023-04-24,0,0
889,Courtney,Ross,Employee,97.0,Sales,8715,2016-11-19,0,0
890,Tyler,Ford,Employee,14.0,Marketing,6146,2019-04-27,1,11188
891,Kaitlyn,Cook,Employee,177.0,Sales,8799,2023-02-03,0,0
892,Ryan,Wagner,Employee,88.0,IT,8360,2019-12-21,0,0
893,Jimmy,Burton,Employee,60.0,Sales,4138,2023-11-09,0,0
894,Jessica,Underwood,Employee,25.0,Operations,9807,2017-07-08,0,0
895,Michael,Reese,Employee,134.0,Sales,8869,2023-06-22,0,0
896,Ronald,Ingram,Employee,100.0,Finance,5394,2023-07-08,0,0
897,Michelle,Salas,Employee,193.0,Sales,8232,2020-12-08,0,0
898,John,Payne,Supervisor,,Operations,9038,2023-06-06,0,0
899,Kelly,Hurst,Employee,95.0,Marketing,5398,2018-01-05,0,0
900,Caleb,French,Employee,147.0,Marketing,6691,2024-10-13,0,0
901,Richard,Ayala,Employee,152.0,Sales,5035,2021-02-28,1,3642
902,Eric,Davis,Employee,150.0,HR,4585,2023-05-25,0,0
903,Collin,Coleman,Employee,170.0,Sales,8990,2019-03-15,0,0
904,Michael,Smith,Employee,139.0,IT,5127,2019-08-03,0,0
905,Jason,Mccarthy,Employee,4.0,Sales,7701,2018-07-27,1,15142
906,Bethany,Trujillo,Supervisor,,Sales,8334,2021-03-26,0,0
907,Shelly,Kline,Supervisor,,Finance,4810,2017-09-13,0,0
908,Jane,Pollard,Employee,41.0,HR,7485,2020-12-27,0,0
909,Tristan,Carpenter,Employee,47.0,Marketing,8287,2024-10-16,0,0
910,Alexis,Mullins,Employee,129.0,Operations,4243,2018-06-12,0,0
911,Mark,Nguyen,Employee,21.0,Marketing,8393,2023-08-02,0,0
912,Edward,Koch,Employee,21.0,Sales,8027,2022-12-07,0,0
913,David,Woods,Employee,6.0,Finance,8722,2019-03-06,0,0
914,Elizabeth,Murillo,Employee,162.0,Sales,9379,2017-11-19,1,18771
915,Benjamin,Sullivan,Employee,13.0,IT,7647,2021-01-04,0,0
916,Megan,Ramsey,Employee,150.0,HR,8589,2024-11-30,1,13859
917,Cheryl,Ellis,Employee,169.0,Finance,4732,2019-03-01,0,0
918,Ashley,Perez,Employee,194.0,Sales,8411,2024-01-14,0,0
919,Savannah,Forbes,Employee,172.0,Operations,4097,2024-01-27,0,0
920,Kyle,Rodriguez,Employee,192.0,HR,9515,2015-05-21,0,0
921,Wendy,Brennan,Employee,150.0,IT,8715,2020-12-27,0,0
922,Jacob,Valencia,Employee,147.0,HR,8363,2017-03-25,0,0
923,Tonya,Ramos,Supervisor,,Finance,5101,2023-03-15,0,0
924,Taylor,Cole,Employee,11.0,IT,5993,2018-04-04,0,0
925,Michelle,Brown,Employee,137.0,Operations,8350,2015-11-16,0,0
926,Michael,Ryan,Employee,73.0,Sales,9875,2024-03-24,0,0
927,Tracy,Meza,Employee,119.0,HR,6452,2019-10-24,0,0
928,Vanessa,Clark,Employee,128.0,IT,6811,2015-06-26,1,17397
929,Renee,Harrison,Employee,56.0,Marketing,5145,2017-02-13,1,2584
930,Nicolas,Caldwell,Employee,146.0,Sales,9903,2017-02-14,0,0
931,Colin,Chen,Employee,16.0,Finance,5982,2024-10-26,0,0
932,Andrew,Poole,Employee,193.0,Operations,6735,2016-10-30,0,0
933,Nathan,Rodriguez,Employee,75.0,Marketing,4740,2020-03-28,0,0
934,Laura,Cowan,Employee,99.0,HR,4704,2020-11-07,0,0
935,Isaac,Flores,Employee,48.0,HR,8790,2017-08-17,0,0
936,Christian,Johnson,Employee,64.0,IT,4829,2018-01-31,0,0
937,Mary,Marsh,Employee,35.0,Operations,9025,2023-06-09,0,0
938,Patrick,Lewis,Employee,117.0,HR,7862,2020-07-08,0,0
939,Danielle,Estrada,Employee,197.0,HR,8462,2018-02-04,0,0
940,Alex,Berg,Employee,64.0,Marketing,4038,2020-02-07,0,0
941,Christopher,Johnson,Employee,66.0,Sales,4673,2020-05-07,0,0
942,Randall,Cameron,Employee,9.0,Operations,9594,2020-04-06,0,0
943,Heather,Robinson,Supervisor,,Sales,9706,2016-08-06,0,0
944,Louis,Williams,Supervisor,,Operations,5677,2023-07-14,0,0
945,Ricardo,Snyder,Supervisor,,Operations,6454,2022-07-03,0,0
946,Daniel,Valencia,Employee,172.0,Finance,5019,2015-11-05,0,0
947,Julia,Munoz,Employee,55.0,IT,5108,2017-09-23,0,0
948,Lauren,Castillo,Employee,109.0,HR,7986,2023-12-28,0,0
949,Andrew,Martinez,Employee,67.0,Sales,4839,2020-11-17,0,0
950,Vanessa,Shepherd,Employee,149.0,Marketing,4950,2018-11-25,0,0
951,Ronald,Sherman,Employee,106.0,Finance,5731,2018-06-15,1,18852
952,Christina,Liu,Employee,67.0,IT,7427,2016-08-23,0,0
953,Jillian,Shelton,Employee,178.0,Operations,8971,2019-12-06,0,0
954,Luis,Patrick,Supervisor,,Sales,5422,2016-12-03,0,0
955,Maria,Phillips,Employee,196.0,Finance,9027,2020-03-01,0,0
956,Daniel,Baird,Employee,181.0,Finance,6872,2022-04-26,0,0
957,Matthew,Jennings,Employee,117.0,Finance,8404,2021-01-04,0,0
958,Erin,Smith,Employee,51.0,Marketing,5009,2018-08-19,0,0
959,Angela,Anthony,Employee,28.0,Marketing,8528,2019-06-19,1,3926
960,Carla,Munoz,Employee,9.0,Finance,9905,2015-11-16,0,0
961,Danielle,Ford,Employee,134.0,HR,8838,2017-01-01,0,0
962,Stephanie,Smith,Supervisor,,Sales,8042,2019-08-07,0,0
963,Roy,Odom,Employee,188.0,Operations,6942,2017-05-31,1,7289
964,Antonio,Ruiz,Employee,116.0,Marketing,6326,2016-09-05,0,0
965,Joseph,Freeman,Employee,3.0,Finance,4772,2024-12-02,0,0
966,Kevin,Lane,Employee,50.0,Sales,4923,2023-10-04,1,11439
967,Mark,Thomas,Employee,140.0,Operations,7433,2020-10-13,1,6104
968,Monica,Moore,Employee,43.0,HR,6856,2019-08-30,0,0
969,Julie,Barnes,Supervisor,,Finance,4555,2018-03-22,0,0
970,Tony,Donovan,Employee,186.0,HR,4696,2016-01-01,0,0
971,Jacob,Clark,Employee,69.0,Marketing,7783,2015-02-02,0,0
972,Richard,Hess,Employee,177.0,IT,4161,2024-11-21,0,0
973,Elizabeth,Lopez,Employee,145.0,Sales,9768,2022-08-10,0,0
974,Ryan,Howard,Employee,142.0,Finance,7041,2017-03-16,1,7870
975,Abigail,Howell,Employee,158.0,IT,9090,2022-06-05,0,0
976,Mark,Benson,Employee,71.0,Operations,5183,2021-04-06,0,0
977,Haley,Richardson,Employee,189.0,Marketing,4230,2018-07-29,0,0
978,Matthew,Martin,Employee,105.0,HR,7193,2017-01-01,1,18819
979,Scott,Fitzpatrick,Employee,127.0,HR,7057,2023-12-20,0,0
980,Nicole,Wheeler,Employee,68.0,HR,5519,2016-11-08,0,0
981,Gregory,Petersen,Employee,45.0,Operations,9289,2015-08-09,0,0
982,George,Meyer,Employee,14.0,IT,8371,2018-08-04,0,0
983,Robert,Aguirre,Employee,26.0,Finance,7134,2019-02-04,0,0
984,Margaret,Huffman,Employee,39.0,HR,4411,2023-10-02,0,0
985,Gregory,Poole,Employee,15.0,Marketing,9689,2018-11-15,0,0
986,Holly,Green,Supervisor,,HR,4287,2021-02-03,0,0
987,Bryan,Bailey,Employee,185.0,HR,7202,2021-05-16,1,13569
988,Jonathan,Clark,Employee,140.0,Sales,6952,2016-06-27,0,0
989,Jeffery,Willis,Employee,155.0,IT,6776,2016-08-11,0,0
990,Paige,Gomez,Employee,35.0,IT,4784,2023-01-09,0,0
991,Meghan,Whitney,Employee,119.0,Sales,4100,2019-10-14,0,0
992,John,Clay,Employee,200.0,Marketing,4732,2024-09-25,0,0
993,Robert,Rosario,Employee,28.0,Marketing,5406,2017-11-22,0,0
994,Yvette,Moore,Employee,131.0,Marketing,8639,2021-01-17,0,0
995,Victor,Mcdaniel,Employee,37.0,IT,9366,2016-01-05,0,0
996,Cindy,Jackson,Employee,182.0,IT,6079,2022-09-21,0,0
997,Amanda,Garcia,Employee,127.0,Operations,7338,2021-12-02,0,0
998,Eric,Anderson,Employee,18.0,HR,8482,2024-03-09,0,0
999,Jeffery,Finley,Employee,63.0,IT,7725,2016-05-23,0,0
1000,Kimberly,Rodriguez,Employee,76.0,HR,5847,2024-10-28,0,0
1001,Matthew,Gay,Supervisor,,HR,5504,2017-03-24,0,0
1002,Bradley,Herrera,Employee,47.0,Marketing,4126,2023-11-14,0,0
1003,Jon,Griffin,Employee,37.0,Sales,6210,2016-06-26,0,0
1004,Emily,Brewer,Supervisor,,Operations,9983,2021-10-07,0,0
1005,Lauren,Wilson,Employee,122.0,Operations,7654,2021-07-23,0,0
1006,Jane,Petty,Supervisor,,Marketing,9054,2020-03-16,0,0
1007,Joseph,Brown,Employee,81.0,Marketing,9255,2021-10-03,0,0
1008,Nancy,Pittman,Employee,167.0,HR,7852,2016-05-18,0,0
1009,Samantha,Moses,Employee,174.0,Finance,9899,2023-07-09,0,0
1010,Jennifer,Nguyen,Employee,139.0,Finance,9669,2023-08-19,0,0
1011,Jonathan,Berry,Employee,28.0,Marketing,4303,2023-06-04,0,0
1012,Ryan,Anderson,Employee,149.0,IT,6618,2023-05-29,1,17597
1013,James,Mcdonald,Supervisor,,IT,5398,2019-03-26,0,0
1014,Anthony,Wilkinson,Employee,156.0,Marketing,9759,2019-11-18,0,0
1015,Kelsey,Stein,Employee,110.0,Marketing,6091,2023-04-29,0,0
1016,Katie,Gaines,Employee,55.0,Sales,9525,2024-05-10,0,0
1017,Michael,Wells,Employee,69.0,IT,4079,2020-02-05,0,0
1018,Henry,Hudson,Employee,60.0,Finance,4193,2018-08-03,0,0
1019,Jeffery,Ashley,Employee,29.0,Operations,8566,2016-04-29,1,18499
1020,Lisa,Jones,Employee,146.0,Marketing,6388,2016-10-12,0,0
1021,Michael,Perez,Employee,104.0,Marketing,6463,2023-10-13,0,0
1022,Jennifer,Parks,Employee,101.0,Operations,8334,2021-10-31,1,6606
1023,Bruce,Stevens,Employee,51.0,Operations,9122,2017-10-08,0,0
1024,Stephanie,Evans,Employee,131.0,HR,6282,2016-10-30,0,0
1025,Elizabeth,Compton,Employee,31.0,Marketing,4320,2024-04-29,0,0
1026,Kelly,Navarro,Employee,111.0,Sales,7360,2018-06-17,0,0
1027,Mary,Ali,Employee,43.0,Operations,4079,2018-05-17,0,0
1028,Sarah,Knox,Employee,191.0,Operations,8027,2024-06-17,0,0
1029,Donald,Graham,Employee,54.0,IT,6943,2020-03-29,1,48
1030,Samuel,Decker,Employee,141.0,IT,4499,2019-09-11,0,0
1031,Carlos,Porter,Employee,104.0,HR,6389,2021-06-20,0,0
1032,Christy,Sanchez,Employee,1.0,Sales,4911,2020-08-16,0,0
1033,Joseph,Cox,Employee,65.0,Sales,8654,2019-09-28,1,3975
1034,Russell,Houston,Employee,24.0,IT,4189,2016-11-15,0,0
1035,Kathryn,Mcclure,Employee,61.0,Operations,9142,2024-10-15,0,0
1036,Christina,Barber,Employee,173.0,Marketing,5651,2022-03-15,1,19070
1037,Ashley,Kirk,Employee,184.0,Sales,9953,2015-11-26,0,0
1038,Todd,Jackson,Employee,188.0,Marketing,4072,2023-06-22,0,0
1039,Kristine,Williams,Employee,109.0,Sales,4673,2019-03-07,1,17944
1040,Zachary,Freeman,Employee,13.0,Finance,7182,2017-05-10,0,0
1041,Michael,Porter,Employee,176.0,Sales,8829,2023-09-18,0,0
1042,Matthew,Chapman,Employee,115.0,Marketing,4972,2016-02-14,1,8005
1043,Martha,Page,Employee,24.0,IT,8287,2016-04-16,1,10431
1044,Martha,Chavez,Employee,67.0,Sales,9290,2024-11-28,0,0
1045,Matthew,Harrison,Employee,39.0,HR,8696,2022-04-03,1,10126
1046,Benjamin,Ramsey,Supervisor,,HR,9209,2023-03-18,0,0
1047,Debra,Williams,Employee,83.0,IT,4560,2016-12-29,0,0
1048,Eric,Le,Employee,115.0,Finance,7382,2017-06-04,0,0
1049,Timothy,Salinas,Employee,73.0,Sales,8974,2018-08-17,0,0
1050,Theresa,Smith,Employee,114.0,Operations,6239,2021-04-27,1,14153
1051,Allison,Blair,Employee,36.0,IT,4782,2022-05-02,0,0
1052,Danielle,Velasquez,Employee,36.0,Operations,9906,2018-12-22,0,0
1053,Norma,Hobbs,Employee,39.0,Sales,4750,2017-01-09,0,0
1054,Theresa,Thompson,Supervisor,,Operations,5822,2023-10-28,0,0
1055,Bill,Allen,Employee,101.0,Finance,4009,2018-12-22,0,0
1056,Tina,Miller,Employee,18.0,Sales,6839,2020-06-19,0,0
1057,Ronald,Cole,Employee,59.0,Operations,6660,2015-03-02,1,15321
1058,Marie,Hammond,Employee,80.0,Finance,9219,2023-02-27,1,13486
1059,Julie,Mueller,Employee,3.0,HR,6821,2024-10-22,1,570
1060,Debbie,Vaughn,Employee,198.0,HR,9077,2017-01-25,0,0
1061,Michael,Ross,Employee,28.0,HR,8519,2020-10-29,0,0
1062,Carlos,Adams,Employee,162.0,Operations,7429,2016-10-29,1,5789
1063,Vanessa,Williams,Supervisor,,Finance,8624,2021-10-30,0,0
1064,Nathan,Charles,Employee,119.0,Marketing,4937,2021-06-10,1,1993
1065,Richard,Guzman,Employee,105.0,HR,4453,2020-06-24,0,0
1066,Tyler,Hall,Employee,134.0,IT,5046,2016-05-30,0,0
1067,Michael,Schneider,Employee,191.0,IT,4242,2021-12-31,0,0
1068,Scott,Martin,Supervisor,,HR,5041,2022-03-20,0,0
1069,Kelsey,Odom,Supervisor,,Operations,7499,2015-03-09,0,0
1070,Elizabeth,Cole,Employee,184.0,IT,9364,2018-10-01,1,17444
1071,Kaitlyn,Ramos,Employee,84.0,Marketing,7517,2021-01-07,0,0
1072,Scott,Mitchell,Employee,186.0,Operations,6118,2018-12-24,0,0
1073,Ronald,Chambers,Employee,37.0,Finance,9366,2024-10-26,0,0
1074,James,Gray,Supervisor,,Marketing,5792,2023-06-29,1,9825
1075,Natasha,Morton,Employee,86.0,IT,4877,2017-11-05,0,0
1076,Eric,Bryant,Employee,161.0,Finance,8089,2016-01-22,0,0
1077,Kathleen,Mason,Supervisor,,Operations,6532,2020-07-08,0,0
1078,Whitney,Stevens,Employee,108.0,HR,6864,2015-01-27,0,0
1079,Benjamin,Chandler,Employee,82.0,Marketing,8380,2019-07-13,0,0
1080,Samantha,Payne,Employee,118.0,Operations,9565,2020-01-01,0,0
1081,Adrian,Spears,Employee,1.0,HR,7229,2015-01-29,0,0
1082,Paul,Huffman,Employee,90.0,Marketing,9763,2022-02-21,0,0
1083,William,Hernandez,Supervisor,,Marketing,5250,2022-02-28,1,9045
1084,Taylor,Rios,Supervisor,,Sales,7620,2016-10-14,1,13394
1085,Wesley,Medina,Supervisor,,Marketing,8183,2017-04-12,1,8833
1086,Kevin,Ingram,Employee,21.0,Finance,7877,2019-02-25,0,0
1087,Leslie,Sanchez,Employee,93.0,Sales,4492,2021-12-15,0,0
1088,Tanya,English,Employee,78.0,Marketing,4891,2023-11-15,0,0
1089,Justin,Howard,Employee,61.0,Marketing,6468,2024-05-02,1,4114
1090,Debra,Thompson,Employee,79.0,Finance,5716,2022-10-10,0,0
1091,Timothy,Warren,Employee,29.0,Operations,7099,2016-11-24,0,0
1092,Tara,May,Employee,65.0,Finance,9219,2024-08-17,0,0
1093,Steven,Nelson,Employee,148.0,Finance,5340,2019-10-09,0,0
1094,Laurie,Peterson,Employee,71.0,IT,7274,2024-05-13,0,0
1095,Scott,Perez,Employee,26.0,Operations,4720,2022-03-13,0,0
1096,Paula,Owen,Employee,140.0,Sales,8039,2020-09-12,0,0
1097,Corey,Williams,Employee,1.0,Sales,5202,2019-10-09,0,0
1098,Lisa,Davis,Supervisor,,Marketing,5912,2021-02-03,0,0
1099,Jared,Singh,Employee,129.0,Sales,6355,2018-06-18,0,0
1100,Madeline,Drake,Employee,71.0,Operations,4530,2020-08-22,0,0
1101,Kaitlin,Hall,Employee,104.0,Marketing,8397,2023-02-12,0,0
1102,Barbara,Roberts,Employee,26.0,IT,6845,2024-10-06,0,0
1103,Alyssa,Anderson,Supervisor,,HR,4746,2021-02-21,0,0
1104,Jeremy,Figueroa,Supervisor,,Finance,5606,2024-12-24,0,0
1105,Luke,Graham,Employee,8.0,Operations,5527,2020-05-05,0,0
1106,David,Martinez,Employee,191.0,Marketing,4417,2017-06-28,0,0
1107,Jennifer,Davenport,Supervisor,,Marketing,4034,2018-10-12,0,0
1108,Amber,King,Employee,165.0,HR,4823,2020-06-25,0,0
1109,Brooke,Cruz,Supervisor,,Marketing,4433,2018-10-03,1,6639
1110,Bethany,Johnson,Employee,115.0,Operations,5651,2019-10-01,0,0
1111,Jesse,Weaver,Employee,13.0,Sales,9102,2016-12-23,0,0
1112,Ricardo,Walls,Employee,77.0,Finance,4265,2023-01-13,1,6876
1113,Robert,Hughes,Supervisor,,Marketing,4956,2023-02-11,0,0
1114,Dwayne,Anderson,Employee,120.0,Marketing,4810,2019-12-28,0,0
1115,Kristen,Gutierrez,Employee,192.0,Sales,7399,2020-05-07,0,0
1116,Lori,Kim,Employee,195.0,Operations,7178,2021-09-13,1,5098
1117,Angela,Garcia,Supervisor,,Finance,9601,2016-02-18,0,0
1118,Regina,Allen,Supervisor,,IT,9912,2023-08-08,0,0
1119,Craig,Brown,Employee,163.0,Operations,6333,2017-07-08,0,0
1120,Allison,Mitchell,Employee,161.0,Sales,6692,2016-02-11,1,308
1121,James,Gates,Employee,87.0,HR,7584,2017-03-10,0,0
1122,Stacy,Boyd,Employee,43.0,Operations,4977,2017-03-02,0,0
